1	2	3.20664673	336.3206767	190.2882909	146.0323858
2	15	3.389733236	89.51519966	78.95744699	10.55775267
3	15	4.155730297	294.7881466	294.7881466	0
4	3	2.15546012	79.97275934	63.14871001	16.82404933
5	3	1.704904501	95.33623781	95.33623781	0
6	7	9.423756541	222.4849104	137.0933076	85.39160288
7	2	7.721496309	809.8487556	736.9160992	72.93265637
8	18	1.61987072	514.9179273	293.9463202	220.9716071
9	3	5.888995811	329.3056619	184.0298363	145.2758256
10	1	4.634789033	3970.088708	3970.088708	0
11	2	8.508434631	316.1061682	189.1468006	126.9593676
12	15	1.87856609	49.60868804	49.60868804	0
13	14	2.473395552	1328.011529	725.8129454	602.1985834
14	18	1.276278981	405.6983802	276.1243164	129.5740639
15	14	7.622797132	4092.819874	3661.675771	431.1441038
16	14	1.774403097	952.7096335	903.1054953	49.60413821
17	15	6.870995769	181.4474813	128.013852	53.43362932
18	2	6.364688703	2054.194912	2054.194912	0
19	14	1.328031863	713.0447141	595.7353123	117.3094018
20	14	1.44732566	777.0957463	659.2457187	117.8500276
21	14	1.918068731	1029.846352	569.2614479	460.5849045
22	14	4.425357557	2376.055803	1555.298305	820.7574981
23	7	3.184221823	75.17610456	68.64472762	6.531376947
24	3	5.931484354	220.0723485	165.9749733	54.09737526
25	2	1.29859945	419.1212654	367.2769149	51.84435053
26	3	4.335749158	242.4499511	215.0719192	27.3780319
27	3	1.410474568	52.33200194	52.11088344	0.2211185056
28	15	8.718865685	618.4757122	588.1946063	30.28110587
29	7	2.972135937	70.16898143	39.74610282	30.42287861
30	3	3.413345535	126.6433364	123.3493481	3.293988275
31	2	2.613046271	274.0624596	260.1561755	13.90628417
32	14	4.310393226	2314.329341	1701.342065	612.9872758
33	18	1.472967311	468.220868	247.6865136	220.5343544
34	2	8.646627873	906.8787372	679.8493088	227.0294284
35	15	2.604769622	68.7860833	49.92595096	18.86013234
36	18	1.920746769	610.5591841	441.0480906	169.5110934
37	2	1.735795872	182.0543675	91.58660237	90.46776511
38	2	2.474575561	91.93566531	52.94224444	38.99342088
39	18	1.78071722	566.0471594	478.8994482	87.14771121
40	18	2.788983835	886.5508571	782.5621904	103.9886667
41	14	6.876804708	3692.282832	3692.282832	0
42	15	3.711852777	263.3015432	254.4207133	8.880829957
43	1	1.87597494	1606.931162	1477.880666	129.050496
44	15	1.637911738	116.185828	91.36911775	24.81671022
45	15	4.315087882	306.0922312	306.0922312	0
46	18	2.937527853	933.7694265	811.3839555	122.385471
47	14	3.680932247	1976.360173	1976.360173	0
48	2	3.091993173	114.8740228	86.77825477	28.09576804
49	18	4.101158743	1303.659689	1088.844673	214.815016
50	7	1.124975455	26.55947893	15.21778165	11.34169728
51	2	2.752085423	102.245738	76.51352619	25.73221178
52	7	1.939071991	45.77943588	40.26154486	5.517891017
53	14	5.989890354	3216.082215	2628.184058	587.8981566
54	15	1.316184428	34.75745837	32.62602514	2.131433227
55	7	1.237256109	29.21030625	23.77457267	5.435733582
56	7	3.525971237	83.24444627	83.24444627	0
57	18	4.332219149	1377.108233	916.5090877	460.5991449
58	2	5.426566252	201.6083027	201.6083027	0
59	3	1.219187422	45.23478835	45.23478835	0
60	3	6.526750826	364.968166	350.6037781	14.36438795
61	7	7.370541119	174.0106691	174.0106691	0
62	15	7.575427998	200.0499457	165.8049754	34.24497023
63	14	1.273186403	683.597179	547.3600812	136.2370978
64	15	3.212370791	84.83145801	69.04008966	15.79136835
65	18	4.13698223	1315.047114	1135.902002	179.1451115
66	3	1.522754815	56.4978694	31.3768293	25.12104009
67	14	1.953863644	1049.065299	1049.065299	0
68	15	3.439199622	243.9607986	243.9607986	0
69	15	1.830952216	48.35131315	48.35131315	0
70	3	4.628588763	171.7317856	171.7317856	0
71	7	5.092148442	120.2202312	83.19210718	37.02812402
72	3	1.418003947	79.2930991	48.1649611	31.128138
73	1	5.515055666	4724.111512	4724.111512	0
74	14	1.087133308	583.7018525	573.3498983	10.35195413
75	14	7.805185163	4190.74736	4190.74736	0
76	2	6.885532955	722.1709461	722.1709461	0
77	3	5.349168045	299.1191334	283.8923943	15.22673915
78	15	1.520148638	107.8322623	55.09216869	52.74009364
79	7	4.397013398	103.8088291	76.55371921	27.25510987
80	15	5.31289945	376.8723353	376.8723353	0
81	14	6.219215228	3339.210955	3288.807336	50.40361882
82	14	3.273719773	1757.720311	903.0164198	854.7038916
83	14	3.943333573	2117.248267	2117.248267	0
84	18	2.180113478	693.0056204	476.3128329	216.6927875
85	14	1.04417849	560.6386213	560.6386213	0
86	3	2.016117761	112.7389143	112.7389143	0
87	14	3.830500094	2056.665898	2006.485494	50.18040466
88	7	1.115323012	26.33159498	13.99629263	12.33530235
